Iteration,Run,iPSOgs,ESSA,GWO,PSO,QPSOL,SRA,SSALEO
14,4,0.04557956,0.049954034,0.047330116,0.046449092,0.047330116,0.047330116,0.048203478
15,4,0.04557956,0.049954034,0.047330116,0.046449092,0.047330116,0.047330116,0.048203478
16,4,0.04557956,0.049954034,0.047330116,0.046449092,0.047330116,0.047330116,0.048199648
17,4,0.043825174,0.049954034,0.047330116,0.046449092,0.047330116,0.046452923,0.048199648
18,4,0.043825174,0.049954034,0.047330116,0.046449092,0.047330116,0.046452923,0.048199648
19,4,0.043825174,0.049954034,0.047330116,0.046449092,0.047330116,0.046452923,0.048199648
0,5,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,5,0.049954034,0.052581782,0.054343829,0.050835057,0.050831227,0.050831227,0.050838888
2,5,0.048199648,0.05170842,0.053462805,0.050835057,0.050831227,0.050831227,0.049957864
3,5,0.048199648,0.05170842,0.051716081,0.050835057,0.050831227,0.050831227,0.049957864
4,5,0.048199648,0.05170842,0.051716081,0.050835057,0.050831227,0.050831227,0.049957864
5,5,0.048199648,0.05170842,0.051716081,0.050835057,0.050831227,0.050831227,0.049957864
6,5,0.048199648,0.05170842,0.049957864,0.050835057,0.050831227,0.050831227,0.049957864
7,5,0.048199648,0.05170842,0.049957864,0.050835057,0.050831227,0.050831227,0.049957864
8,5,0.046449092,0.05170842,0.049957864,0.050835057,0.050831227,0.050831227,0.049957864
9,5,0.046449092,0.05170842,0.048207309,0.050835057,0.050831227,0.050831227,0.049957864
10,5,0.046449092,0.05170842,0.048207309,0.050835057,0.049957864,0.050831227,0.049957864
11,5,0.046445262,0.05170842,0.048199648,0.050835057,0.049957864,0.050831227,0.048203478
12,5,0.046445262,0.05170842,0.048199648,0.050835057,0.049957864,0.050831227,0.048203478
13,5,0.046445262,0.05170842,0.048199648,0.050831227,0.049957864,0.050831227,0.048203478
14,5,0.045571899,0.05170842,0.048199648,0.049961695,0.049957864,0.050831227,0.048203478
15,5,0.045571899,0.05170842,0.048199648,0.049961695,0.049957864,0.050831227,0.048203478
16,5,0.045571899,0.05170842,0.048199648,0.049961695,0.049957864,0.050831227,0.048203478
17,5,0.045568069,0.05170842,0.048199648,0.049954034,0.049957864,0.050831227,0.048203478
18,5,0.045568069,0.05170842,0.048199648,0.048207309,0.049957864,0.050831227,0.048203478
19,5,0.045568069,0.05170842,0.048199648,0.048207309,0.049957864,0.050831227,0.048203478
0,6,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,6,0.05170842,0.055213361,0.05170842,0.05784494,0.049961695,0.052593274,0.051704589
2,6,0.049961695,0.053458975,0.050835057,0.05784494,0.049957864,0.05171225,0.051704589
3,6,0.047326285,0.052581782,0.049957864,0.05784494,0.049957864,0.05171225,0.051704589
4,6,0.047326285,0.052581782,0.049957864,0.05784494,0.049957864,0.05171225,0.051704589
5,6,0.047326285,0.052581782,0.049957864,0.05784494,0.049957864,0.05171225,0.050835057
6,6,0.047326285,0.052581782,0.049957864,0.05784494,0.049957864,0.05171225,0.050835057
7,6,0.047326285,0.052581782,0.049957864,0.05784494,0.049957864,0.05171225,0.049957864
8,6,0.047326285,0.052581782,0.049080671,0.056960086,0.049957864,0.05171225,0.049957864
9,6,0.047326285,0.052581782,0.049080671,0.056960086,0.049080671,0.05171225,0.049957864
10,6,0.047326285,0.052581782,0.049080671,0.056960086,0.049080671,0.050835057,0.049957864
11,6,0.046452923,0.052581782,0.049080671,0.056960086,0.049080671,0.050835057,0.049957864
12,6,0.046452923,0.052581782,0.049076841,0.056960086,0.049080671,0.050835057,0.049957864
13,6,0.046452923,0.052581782,0.049076841,0.056960086,0.049080671,0.050835057,0.049957864
14,6,0.046452923,0.052581782,0.049076841,0.056960086,0.049080671,0.049957864,0.049957864
15,6,0.046452923,0.052581782,0.048207309,0.056960086,0.049080671,0.049957864,0.049957864
16,6,0.046452923,0.052581782,0.048207309,0.056960086,0.049080671,0.049957864,0.049957864
17,6,0.046452923,0.052581782,0.048207309,0.056960086,0.049080671,0.049957864,0.049080671
18,6,0.046452923,0.052581782,0.047330116,0.056960086,0.049080671,0.049957864,0.049080671
19,6,0.046452923,0.052581782,0.047326285,0.056960086,0.049080671,0.049954034,0.049080671
0,7,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,7,0.05170842,0.056082893,0.050831227,0.059595495,0.049950203,0.052585613,0.0552057
2,7,0.05170842,0.056082893,0.050831227,0.055213361,0.049950203,0.052581782,0.054343829
3,7,0.050835057,0.056082893,0.049961695,0.055213361,0.049950203,0.052581782,0.052585613
4,7,0.049954034,0.056082893,0.049961695,0.055213361,0.049950203,0.052581782,0.052581782
5,7,0.049954034,0.056082893,0.049961695,0.055213361,0.049950203,0.051704589,0.05170842
6,7,0.049954034,0.055217191,0.049080671,0.05520953,0.049950203,0.051704589,0.05170842
7,7,0.049084502,0.055217191,0.049080671,0.05520953,0.049950203,0.051704589,0.050838888
8,7,0.049084502,0.055217191,0.049080671,0.05520953,0.049950203,0.051704589,0.050838888
9,7,0.049084502,0.055217191,0.049080671,0.05520953,0.049950203,0.051704589,0.049084502
10,7,0.049084502,0.055217191,0.049080671,0.05520953,0.049950203,0.051704589,0.049084502
11,7,0.049084502,0.053458975,0.049080671,0.054339998,0.049950203,0.049957864,0.049084502
12,7,0.048207309,0.053458975,0.049080671,0.053462805,0.049950203,0.049957864,0.049084502
13,7,0.048207309,0.053458975,0.049080671,0.052585613,0.049950203,0.049957864,0.049084502
14,7,0.048207309,0.053458975,0.049080671,0.052585613,0.049950203,0.049957864,0.049084502
15,7,0.048207309,0.053458975,0.049080671,0.052577951,0.049950203,0.049957864,0.049084502
16,7,0.048207309,0.053458975,0.049080671,0.052577951,0.049950203,0.049957864,0.049084502
17,7,0.048207309,0.053458975,0.049080671,0.05170842,0.049950203,0.049957864,0.049076841
18,7,0.048207309,0.053458975,0.048207309,0.051700758,0.049950203,0.049957864,0.049076841
19,7,0.048207309,0.053458975,0.048203478,0.051700758,0.049950203,0.049080671,0.049076841
0,8,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,8,0.049954034,0.05171225,0.055217191,0.050838888,0.05171225,0.050835057,0.048203478
2,8,0.049954034,0.051704589,0.053466636,0.050838888,0.05171225,0.050835057,0.048203478
3,8,0.048199648,0.051704589,0.05170842,0.050838888,0.05171225,0.050835057,0.048203478
4,8,0.047318624,0.051704589,0.050842718,0.050838888,0.05171225,0.050831227,0.048203478
5,8,0.047318624,0.051704589,0.050838888,0.050838888,0.05171225,0.050831227,0.048203478
6,8,0.047318624,0.051704589,0.050838888,0.050838888,0.05171225,0.050831227,0.048203478
7,8,0.047318624,0.049076841,0.050838888,0.050838888,0.05171225,0.050831227,0.048203478
8,8,0.047318624,0.049076841,0.050835057,0.050838888,0.050835057,0.050831227,0.048203478
9,8,0.047318624,0.049076841,0.049961695,0.050838888,0.050835057,0.050831227,0.048203478
10,8,0.047318624,0.049076841,0.049961695,0.050838888,0.050835057,0.050831227,0.048203478
11,8,0.047318624,0.049076841,0.049080671,0.050831227,0.049954034,0.050831227,0.048203478
12,8,0.047318624,0.049076841,0.049080671,0.049961695,0.049954034,0.050831227,0.048203478
13,8,0.047318624,0.049076841,0.049080671,0.049961695,0.049954034,0.048195817,0.048203478
14,8,0.047318624,0.049076841,0.049080671,0.049961695,0.049954034,0.048195817,0.048203478
15,8,0.047318624,0.049076841,0.049080671,0.049961695,0.049954034,0.048195817,0.048203478
16,8,0.047318624,0.049076841,0.049080671,0.049954034,0.049954034,0.048195817,0.048203478
17,8,0.047318624,0.049076841,0.049080671,0.049954034,0.049954034,0.048195817,0.048203478
18,8,0.047318624,0.049076841,0.049080671,0.049954034,0.049954034,0.048195817,0.048203478
19,8,0.047318624,0.049076841,0.049080671,0.049954034,0.049954034,0.048195817,0.048203478
0,9,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,9,0.050831227,0.0552057,0.054339998,0.058710641,0.054336168,0.05171225,0.053462805
2,9,0.047333946,0.0552057,0.052585613,0.056086723,0.050838888,0.050835057,0.053451314
3,9,0.047333946,0.0552057,0.049950203,0.056086723,0.049957864,0.050835057,0.049950203
4,9,0.047333946,0.052589443,0.049950203,0.056086723,0.049957864,0.050835057,0.049950203
5,9,0.047330116,0.052589443,0.049950203,0.056086723,0.048199648,0.050835057,0.049950203
6,9,0.047330116,0.052589443,0.049950203,0.056086723,0.048199648,0.050835057,0.049950203
7,9,0.047330116,0.052589443,0.049950203,0.056086723,0.048199648,0.050835057,0.049950203
8,9,0.047330116,0.052589443,0.049950203,0.056086723,0.048199648,0.050835057,0.049950203
9,9,0.047330116,0.052589443,0.049950203,0.056086723,0.048199648,0.049957864,0.048195817
10,9,0.047330116,0.052589443,0.049950203,0.05520953,0.048199648,0.049957864,0.048195817
11,9,0.047330116,0.052589443,0.049950203,0.05520953,0.047330116,0.048203478,0.048195817
12,9,0.047330116,0.052589443,0.049950203,0.05520953,0.047330116,0.048203478,0.048195817
13,9,0.047330116,0.052589443,0.049946372,0.0552057,0.047330116,0.048203478,0.048195817
14,9,0.047330116,0.052589443,0.049946372,0.0552057,0.047330116,0.048203478,0.048195817
15,9,0.047330116,0.052589443,0.049946372,0.0552057,0.047330116,0.048203478,0.048195817
16,9,0.047330116,0.052589443,0.049946372,0.053458975,0.047330116,0.048203478,0.048195817
17,9,0.047330116,0.052589443,0.049946372,0.053458975,0.047330116,0.048203478,0.048191987
18,9,0.047330116,0.052589443,0.049946372,0.052589443,0.047330116,0.048203478,0.048191987
19,9,0.047330116,0.052589443,0.049946372,0.052589443,0.047330116,0.048203478,0.048191987
0,10,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,10,0.056960086,0.05171225,0.052585613,0.055213361,0.05170842,0.051716081,0.050838888
2,10,0.056082893,0.050835057,0.052581782,0.055213361,0.05170842,0.051716081,0.049084502
3,10,0.0552057,0.050835057,0.05170842,0.054336168,0.049957864,0.051716081,0.049084502
4,10,0.0552057,0.050835057,0.049946372,0.052585613,0.049957864,0.050835057,0.049084502
5,10,0.054332337,0.050835057,0.049946372,0.052585613,0.049957864,0.050835057,0.049080671
6,10,0.053455144,0.050835057,0.049946372,0.052585613,0.049957864,0.050835057,0.049080671
7,10,0.049080671,0.049950203,0.049946372,0.050827396,0.049957864,0.050835057,0.049080671
8,10,0.049080671,0.049080671,0.049946372,0.050827396,0.049957864,0.050835057,0.049080671
9,10,0.049080671,0.049080671,0.049946372,0.050827396,0.049957864,0.050835057,0.049080671
10,10,0.049080671,0.049080671,0.049946372,0.050827396,0.049957864,0.050835057,0.048203478
11,10,0.048191987,0.049080671,0.049946372,0.048199648,0.047326285,0.050835057,0.047330116
12,10,0.048191987,0.049080671,0.049946372,0.048199648,0.047326285,0.050835057,0.047330116
13,10,0.047326285,0.049080671,0.049946372,0.048199648,0.047326285,0.050835057,0.047330116
14,10,0.047326285,0.049080671,0.049946372,0.048199648,0.047326285,0.050835057,0.047330116
15,10,0.047326285,0.049080671,0.049946372,0.048199648,0.047326285,0.050835057,0.047330116
16,10,0.047326285,0.049080671,0.048203478,0.048199648,0.047326285,0.050835057,0.047330116
17,10,0.047326285,0.049080671,0.048203478,0.048199648,0.047326285,0.050835057,0.047330116
18,10,0.047326285,0.049080671,0.048203478,0.048199648,0.047326285,0.050835057,0.047330116
19,10,0.046449092,0.049080671,0.048203478,0.048199648,0.047326285,0.050835057,0.047330116
0,11,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,11,0.049084502,0.058725963,0.053466636,0.056967747,0.051700758,0.054339998,0.052589443
2,11,0.049084502,0.056963916,0.053455144,0.056967747,0.051700758,0.054339998,0.05171225
3,11,0.049080671,0.052589443,0.053455144,0.055213361,0.050815904,0.049957864,0.05171225
4,11,0.049080671,0.052589443,0.052581782,0.05434766,0.050815904,0.049957864,0.05171225
5,11,0.049080671,0.052585613,0.052581782,0.050831227,0.050815904,0.049957864,0.05171225
6,11,0.049080671,0.052585613,0.049076841,0.050831227,0.050815904,0.049957864,0.05171225
7,11,0.049080671,0.052585613,0.049076841,0.050831227,0.049076841,0.049957864,0.05171225
8,11,0.049080671,0.052585613,0.049076841,0.050831227,0.049076841,0.049957864,0.05171225
9,11,0.049076841,0.052585613,0.049076841,0.050831227,0.049076841,0.049957864,0.05171225
10,11,0.049076841,0.052585613,0.047326285,0.050831227,0.049076841,0.049076841,0.05171225
11,11,0.048199648,0.052585613,0.047326285,0.050831227,0.049076841,0.049076841,0.05171225
12,11,0.048199648,0.052585613,0.047326285,0.050831227,0.049076841,0.049076841,0.05171225
13,11,0.048199648,0.052585613,0.047326285,0.050831227,0.049076841,0.049076841,0.05171225
14,11,0.048199648,0.052585613,0.047326285,0.049965525,0.049076841,0.049076841,0.05171225
15,11,0.048199648,0.052585613,0.047326285,0.049965525,0.047322455,0.049076841,0.05171225
16,11,0.047318624,0.052585613,0.047326285,0.049965525,0.047322455,0.049076841,0.05171225
17,11,0.047318624,0.052585613,0.047326285,0.049965525,0.047322455,0.049076841,0.05171225
18,11,0.047318624,0.052585613,0.046449092,0.049961695,0.047322455,0.049076841,0.05171225
19,11,0.047318624,0.052585613,0.045568069,0.049957864,0.047322455,0.049076841,0.05171225
0,12,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,12,0.052589443,0.054332337,0.056090554,0.056090554,0.052585613,0.050823565,0.049080671
2,12,0.052589443,0.054332337,0.049076841,0.056090554,0.050827396,0.050823565,0.049080671
3,12,0.052589443,0.052577951,0.049076841,0.055213361,0.050827396,0.050823565,0.048203478
4,12,0.052589443,0.052577951,0.049076841,0.052589443,0.050827396,0.050823565,0.048203478
5,12,0.052589443,0.052577951,0.049076841,0.052589443,0.050827396,0.050823565,0.048203478
6,12,0.05171225,0.052577951,0.049076841,0.050835057,0.050827396,0.050823565,0.048203478
7,12,0.049076841,0.052577951,0.049076841,0.050835057,0.050827396,0.050823565,0.048203478
8,12,0.049076841,0.052577951,0.049076841,0.050835057,0.049957864,0.050823565,0.048203478
9,12,0.049076841,0.052577951,0.049076841,0.050831227,0.049957864,0.050823565,0.048203478
10,12,0.049076841,0.052577951,0.049076841,0.050831227,0.047326285,0.049957864,0.048203478
11,12,0.049076841,0.052577951,0.049076841,0.050831227,0.047326285,0.049957864,0.048203478
12,12,0.049076841,0.052577951,0.049076841,0.049954034,0.047326285,0.049957864,0.048203478
13,12,0.049076841,0.052577951,0.049076841,0.049954034,0.047326285,0.049957864,0.048203478
14,12,0.049076841,0.052577951,0.049076841,0.049954034,0.047326285,0.049957864,0.048203478
15,12,0.049076841,0.052577951,0.049076841,0.049954034,0.047326285,0.049957864,0.048203478
16,12,0.049076841,0.052577951,0.049076841,0.049954034,0.047326285,0.049957864,0.048203478
17,12,0.047330116,0.052577951,0.049076841,0.049954034,0.047326285,0.049957864,0.048203478
18,12,0.047330116,0.052577951,0.049076841,0.049080671,0.047326285,0.049957864,0.048203478
19,12,0.047330116,0.052577951,0.049076841,0.049080671,0.047326285,0.049957864,0.048203478
0,13,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,13,0.051696928,0.053458975,0.053462805,0.056967747,0.049084502,0.054339998,0.049084502
2,13,0.049950203,0.053458975,0.050835057,0.05171225,0.049084502,0.052593274,0.049084502
3,13,0.048191987,0.053458975,0.050835057,0.05171225,0.049084502,0.052593274,0.049084502
4,13,0.048191987,0.053458975,0.050835057,0.05171225,0.049084502,0.052593274,0.049080671
5,13,0.048191987,0.053458975,0.050835057,0.05171225,0.049084502,0.052593274,0.049080671
6,13,0.048191987,0.053458975,0.050835057,0.05171225,0.049084502,0.051719911,0.049080671
7,13,0.048191987,0.053455144,0.050835057,0.05171225,0.049084502,0.051716081,0.049080671
8,13,0.048191987,0.053455144,0.049961695,0.05171225,0.049084502,0.051716081,0.049080671
9,13,0.046449092,0.053455144,0.049961695,0.049084502,0.049084502,0.051716081,0.049080671
10,13,0.046449092,0.053455144,0.049084502,0.04907301,0.049084502,0.051716081,0.049080671
11,13,0.046441431,0.053455144,0.048203478,0.04907301,0.049084502,0.051716081,0.049076841
12,13,0.046441431,0.053455144,0.048203478,0.04907301,0.049084502,0.051716081,0.049076841
13,13,0.046441431,0.053455144,0.048203478,0.045571899,0.049080671,0.051716081,0.049076841
14,13,0.046441431,0.053455144,0.048203478,0.045571899,0.049080671,0.051716081,0.049076841
15,13,0.046441431,0.053455144,0.048203478,0.045571899,0.049080671,0.05171225,0.049076841
16,13,0.046441431,0.053455144,0.048203478,0.045571899,0.049080671,0.05171225,0.049076841
17,13,0.046441431,0.053455144,0.048203478,0.045571899,0.049080671,0.05171225,0.049076841
18,13,0.046441431,0.053455144,0.048203478,0.045571899,0.049080671,0.05171225,0.049076841
19,13,0.046441431,0.053455144,0.048203478,0.045571899,0.049080671,0.05171225,0.049076841
0,14,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,14,0.052581782,0.048199648,0.052581782,0.057841109,0.053462805,0.053462805,0.052589443
2,14,0.052581782,0.048199648,0.049957864,0.057841109,0.053462805,0.053462805,0.052589443
3,14,0.052581782,0.048199648,0.049957864,0.057841109,0.051716081,0.053462805,0.052585613
4,14,0.052574121,0.048199648,0.049957864,0.057841109,0.051716081,0.053462805,0.052585613
5,14,0.052574121,0.048199648,0.049957864,0.057841109,0.051716081,0.053462805,0.052585613
6,14,0.052574121,0.048199648,0.049957864,0.057841109,0.05170842,0.052593274,0.051716081
7,14,0.052574121,0.048199648,0.049957864,0.057841109,0.05170842,0.052593274,0.05171225
8,14,0.046437601,0.048199648,0.049957864,0.057841109,0.05170842,0.052593274,0.05170842
9,14,0.046437601,0.048199648,0.049084502,0.057841109,0.05170842,0.052593274,0.05170842
10,14,0.046437601,0.048199648,0.049084502,0.056090554,0.05170842,0.052593274,0.05170842
11,14,0.046437601,0.048199648,0.049084502,0.056086723,0.05170842,0.052593274,0.049084502
12,14,0.046437601,0.048199648,0.049084502,0.054332337,0.05170842,0.052593274,0.049084502
13,14,0.046437601,0.048199648,0.049084502,0.052585613,0.05170842,0.052585613,0.049084502
14,14,0.046437601,0.048199648,0.049084502,0.05170842,0.051704589,0.052585613,0.048207309
15,14,0.046437601,0.048199648,0.048207309,0.05170842,0.051704589,0.052585613,0.048207309
16,14,0.046437601,0.048199648,0.048207309,0.049076841,0.051704589,0.052585613,0.048203478
17,14,0.046437601,0.048199648,0.048207309,0.049076841,0.051704589,0.052585613,0.048203478
18,14,0.046437601,0.048199648,0.048207309,0.049076841,0.051704589,0.052585613,0.048203478
19,14,0.046437601,0.048199648,0.048207309,0.048203478,0.051704589,0.052585613,0.047330116
0,15,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,15,0.050835057,0.054332337,0.053462805,0.056090554,0.052581782,0.056079062,0.052585613
2,15,0.049080671,0.054332337,0.052585613,0.055213361,0.051704589,0.056079062,0.052585613
3,15,0.049080671,0.054332337,0.05171225,0.055213361,0.051704589,0.056079062,0.050835057
4,15,0.049080671,0.054332337,0.049957864,0.055213361,0.051704589,0.055224853,0.049961695
5,15,0.049080671,0.054332337,0.049954034,0.053462805,0.049957864,0.054343829,0.049961695
6,15,0.049080671,0.053458975,0.049954034,0.049080671,0.049954034,0.054343829,0.046452923
7,15,0.049080671,0.053458975,0.049954034,0.049080671,0.049954034,0.052577951,0.046452923
8,15,0.049080671,0.053458975,0.049954034,0.049080671,0.049954034,0.052577951,0.046452923
9,15,0.049080671,0.053458975,0.049954034,0.049080671,0.049954034,0.05171225,0.046452923
10,15,0.049080671,0.053458975,0.049080671,0.049080671,0.048203478,0.05170842,0.046452923
11,15,0.049076841,0.053458975,0.049080671,0.049080671,0.048203478,0.05170842,0.046452923
12,15,0.049076841,0.053458975,0.049080671,0.048203478,0.048203478,0.05170842,0.046452923
13,15,0.049076841,0.053458975,0.049080671,0.048203478,0.048203478,0.050835057,0.046452923
14,15,0.049076841,0.053458975,0.049080671,0.048203478,0.048203478,0.050835057,0.046452923
15,15,0.049076841,0.053458975,0.049080671,0.048203478,0.048203478,0.050835057,0.046452923
16,15,0.049076841,0.053458975,0.049080671,0.048203478,0.048203478,0.050835057,0.046452923
17,15,0.049076841,0.053458975,0.049080671,0.048203478,0.048203478,0.050835057,0.046452923
18,15,0.049076841,0.053458975,0.049080671,0.047326285,0.048203478,0.050835057,0.046452923
19,15,0.049076841,0.053458975,0.049080671,0.047326285,0.048203478,0.050835057,0.046452923
0,16,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,16,0.053455144,0.055217191,0.051700758,0.054343829,0.050835057,0.055221022,0.049961695
