Iteration,Run,iPSOgs,ESSA,GWO,PSO,QPSOL,SRA,SSALEO
2,16,0.053455144,0.055217191,0.051700758,0.054343829,0.050831227,0.050835057,0.049961695
3,16,0.052581782,0.055217191,0.049961695,0.054343829,0.050831227,0.049957864,0.049961695
4,16,0.051700758,0.055217191,0.049961695,0.054343829,0.049080671,0.049957864,0.049961695
5,16,0.048199648,0.055217191,0.049961695,0.054343829,0.049080671,0.049957864,0.049961695
6,16,0.048199648,0.055217191,0.049961695,0.053474297,0.047330116,0.049957864,0.049961695
7,16,0.048199648,0.055217191,0.049961695,0.053462805,0.047330116,0.049957864,0.049954034
8,16,0.048199648,0.055217191,0.049961695,0.053462805,0.047330116,0.049957864,0.049954034
9,16,0.048199648,0.055217191,0.049954034,0.053462805,0.047330116,0.049957864,0.049076841
10,16,0.048199648,0.055217191,0.049954034,0.053462805,0.047330116,0.049957864,0.049076841
11,16,0.048199648,0.055217191,0.049954034,0.052589443,0.047330116,0.049957864,0.049076841
12,16,0.048199648,0.053462805,0.047322455,0.05170842,0.047330116,0.049957864,0.049076841
13,16,0.048199648,0.052585613,0.047322455,0.049080671,0.047330116,0.049084502,0.049076841
14,16,0.048199648,0.052585613,0.047322455,0.049080671,0.047330116,0.049084502,0.049076841
15,16,0.048199648,0.052585613,0.047322455,0.049080671,0.047330116,0.049084502,0.049076841
16,16,0.048199648,0.05171225,0.047322455,0.049076841,0.047330116,0.049084502,0.049076841
17,16,0.048199648,0.05171225,0.047322455,0.048203478,0.047330116,0.049084502,0.049076841
18,16,0.048199648,0.05171225,0.047322455,0.048203478,0.047330116,0.049084502,0.049076841
19,16,0.048199648,0.05171225,0.047322455,0.048203478,0.047330116,0.049084502,0.049076841
0,17,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,17,0.052589443,0.056090554,0.056082893,0.054343829,0.052585613,0.057837279,0.050831227
2,17,0.052581782,0.056090554,0.050835057,0.054343829,0.051704589,0.05520953,0.048207309
3,17,0.051704589,0.054332337,0.050835057,0.054343829,0.051704589,0.053462805,0.048207309
4,17,0.051704589,0.054332337,0.049080671,0.054343829,0.051704589,0.053462805,0.048207309
5,17,0.051704589,0.054332337,0.049080671,0.054343829,0.051704589,0.052589443,0.048207309
6,17,0.051704589,0.054332337,0.049080671,0.05171225,0.051704589,0.052589443,0.048207309
7,17,0.051704589,0.053462805,0.049080671,0.05171225,0.051704589,0.052589443,0.048207309
8,17,0.050827396,0.053462805,0.049080671,0.05171225,0.051704589,0.052585613,0.048207309
9,17,0.050827396,0.053462805,0.048203478,0.049954034,0.051704589,0.052585613,0.048207309
10,17,0.050827396,0.053462805,0.048203478,0.049954034,0.051704589,0.052585613,0.048207309
11,17,0.050827396,0.053462805,0.047326285,0.049954034,0.048199648,0.052585613,0.048207309
12,17,0.050827396,0.053462805,0.047326285,0.049954034,0.048199648,0.052577951,0.048207309
13,17,0.050827396,0.053462805,0.047326285,0.049954034,0.048199648,0.052577951,0.048207309
14,17,0.049950203,0.052581782,0.047326285,0.049954034,0.048199648,0.052577951,0.048207309
15,17,0.049950203,0.052581782,0.047326285,0.049954034,0.048199648,0.052577951,0.048207309
16,17,0.049950203,0.052581782,0.047326285,0.049954034,0.048199648,0.049946372,0.048207309
17,17,0.049950203,0.052581782,0.047326285,0.049954034,0.048199648,0.049946372,0.048203478
18,17,0.049950203,0.052581782,0.047326285,0.049954034,0.048199648,0.049946372,0.048203478
19,17,0.049950203,0.052581782,0.047326285,0.049954034,0.048199648,0.049946372,0.048203478
0,18,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,18,0.050835057,0.056090554,0.053458975,0.053462805,0.051700758,0.055221022,0.050831227
2,18,0.050835057,0.05520953,0.050838888,0.052577951,0.051700758,0.054339998,0.050831227
3,18,0.048203478,0.05520953,0.050835057,0.052577951,0.051700758,0.054339998,0.050831227
4,18,0.048203478,0.05520953,0.050835057,0.052577951,0.050827396,0.052585613,0.050831227
5,18,0.046449092,0.051700758,0.049957864,0.049950203,0.050827396,0.051704589,0.049957864
6,18,0.044687045,0.051700758,0.049954034,0.049950203,0.050827396,0.051704589,0.049954034
7,18,0.044687045,0.051700758,0.049954034,0.049950203,0.050827396,0.051704589,0.049954034
8,18,0.044687045,0.051700758,0.049954034,0.049950203,0.050827396,0.051704589,0.049080671
9,18,0.044687045,0.051700758,0.048207309,0.049950203,0.050827396,0.051704589,0.049080671
10,18,0.044687045,0.051700758,0.048207309,0.049950203,0.050827396,0.051704589,0.049080671
11,18,0.044687045,0.051700758,0.048207309,0.049076841,0.050827396,0.051704589,0.049080671
12,18,0.044687045,0.051700758,0.048207309,0.049076841,0.050827396,0.051704589,0.049080671
13,18,0.044687045,0.051700758,0.048207309,0.04907301,0.050827396,0.051704589,0.049080671
14,18,0.044687045,0.051700758,0.048207309,0.04907301,0.050827396,0.051704589,0.049080671
15,18,0.044687045,0.051700758,0.048207309,0.04907301,0.050827396,0.051704589,0.049080671
16,18,0.044687045,0.051700758,0.048207309,0.04907301,0.050827396,0.051704589,0.049080671
17,18,0.044687045,0.051700758,0.048207309,0.04907301,0.050827396,0.051704589,0.049080671
18,18,0.044687045,0.051700758,0.048207309,0.048195817,0.050827396,0.050819735,0.049080671
19,18,0.044687045,0.051700758,0.048207309,0.048195817,0.050827396,0.050819735,0.049080671
0,19,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,19,0.050835057,0.056094384,0.05171225,0.064850992,0.049076841,0.053455144,0.053462805
2,19,0.049957864,0.052585613,0.050835057,0.06397763,0.049076841,0.053455144,0.050835057
3,19,0.049084502,0.052585613,0.050835057,0.062223244,0.049076841,0.053455144,0.050835057
4,19,0.048203478,0.052585613,0.050835057,0.06134222,0.049076841,0.053455144,0.050835057
5,19,0.048203478,0.052585613,0.049084502,0.058718302,0.04907301,0.053455144,0.050835057
6,19,0.048203478,0.052585613,0.049084502,0.056090554,0.048207309,0.053455144,0.050835057
7,19,0.048203478,0.052585613,0.049084502,0.056090554,0.048207309,0.053455144,0.050835057
8,19,0.048203478,0.052585613,0.049084502,0.056090554,0.048207309,0.053455144,0.050835057
9,19,0.048203478,0.052585613,0.048203478,0.056090554,0.048207309,0.053455144,0.050835057
10,19,0.048203478,0.052585613,0.048203478,0.056090554,0.048207309,0.053455144,0.050835057
11,19,0.048203478,0.052585613,0.048203478,0.056086723,0.048203478,0.053455144,0.050835057
12,19,0.048203478,0.052585613,0.048203478,0.056086723,0.048203478,0.053455144,0.050835057
13,19,0.048203478,0.052585613,0.048203478,0.056086723,0.048203478,0.053455144,0.050835057
14,19,0.048203478,0.052585613,0.048203478,0.056086723,0.048203478,0.053455144,0.050835057
15,19,0.048203478,0.052585613,0.048203478,0.054336168,0.048203478,0.053455144,0.050835057
16,19,0.048203478,0.052585613,0.048203478,0.054336168,0.048203478,0.053455144,0.050835057
17,19,0.048203478,0.052585613,0.048203478,0.053462805,0.048203478,0.053455144,0.050835057
18,19,0.048203478,0.052585613,0.048203478,0.053462805,0.047330116,0.053455144,0.050835057
19,19,0.048203478,0.052581782,0.048203478,0.05171225,0.047330116,0.053455144,0.050835057
0,20,0.05520953,0.058718302,0.062223244,0.060468858,0.052589443,0.05784494,0.053462805
1,20,0.049084502,0.052585613,0.052577951,0.060465027,0.053458975,0.051716081,0.052585613
2,20,0.049084502,0.052585613,0.050827396,0.056963916,0.049957864,0.051716081,0.050831227
3,20,0.048207309,0.052585613,0.050827396,0.053462805,0.049957864,0.051716081,0.050831227
4,20,0.048207309,0.052585613,0.050827396,0.053458975,0.049957864,0.051716081,0.050831227
5,20,0.048207309,0.052585613,0.050827396,0.053458975,0.049957864,0.051716081,0.050831227
6,20,0.048207309,0.052585613,0.050827396,0.052585613,0.049957864,0.050838888,0.049957864
7,20,0.048207309,0.052585613,0.050827396,0.052585613,0.049957864,0.050835057,0.049957864
8,20,0.048207309,0.052585613,0.050827396,0.052585613,0.049957864,0.050835057,0.049084502
9,20,0.048207309,0.052585613,0.050827396,0.052585613,0.049957864,0.049957864,0.049084502
10,20,0.047330116,0.052585613,0.050827396,0.052581782,0.049957864,0.049957864,0.049084502
11,20,0.047330116,0.052585613,0.050827396,0.052581782,0.049957864,0.049957864,0.049084502
12,20,0.047330116,0.052585613,0.050827396,0.052581782,0.049088332,0.049957864,0.049084502
13,20,0.047330116,0.052585613,0.049957864,0.052581782,0.049088332,0.049957864,0.049084502
14,20,0.047330116,0.052585613,0.049957864,0.050835057,0.049088332,0.049957864,0.049084502
15,20,0.047330116,0.052585613,0.049957864,0.050835057,0.049088332,0.049957864,0.049084502
16,20,0.047330116,0.052585613,0.049957864,0.050835057,0.049088332,0.049957864,0.049084502
17,20,0.047330116,0.052585613,0.049957864,0.050827396,0.049088332,0.049957864,0.049084502
18,20,0.047330116,0.052585613,0.049957864,0.048199648,0.049088332,0.049080671,0.049084502
19,20,0.047330116,0.052585613,0.049957864,0.048199648,0.049088332,0.049080671,0.049084502
